job_id,category,skill,validation
110,Market Research,Market Research,-1.0
110,Market Research,Data Mining,0.0
111,Data Analytics,Data Analysis,1.0
111,Data Analytics,Data Science,0.0
111,Data Analytics,Artificial Intelligence,-1.0
111,Data Analytics,Analytics,-1.0
111,Data Analytics,Data Visualization,1.0
111,Data Analytics,Artificial Neural Network,-1.0
112,Data Analytics,Data Analysis,1.0
112,Data Analytics,Google Analytics,-1.0
112,Data Analytics,Data Visualization,1.0
112,Data Analytics,Social Media Marketing,-1.0
112,Data Analytics,Google Data Studio,-1.0
112,Data Analytics,Statistics,0.0
113,Data Analytics,Data Analysis,1.0
113,Data Analytics,Data Mining,0.0
113,Data Analytics,Python,1.0
113,Data Analytics,Data Visualization,1.0
113,Data Analytics,Microsoft Excel,0.0
113,Data Analytics,Statistics,0.0
113,Data Analytics,SQL,0.0
114,Data Analytics,Growth Analytics,-1.0
114,Data Analytics,Data Analytics,0.0
114,Data Analytics,Google Analytics,-1.0
114,Data Analytics,Data Analysis,1.0
114,Data Analytics,Analytics,-1.0
115,Data Extraction,Researcher,-1.0
115,Data Extraction,Content Writing,-1.0
115,Data Extraction,Market Research,-1.0
115,Data Extraction,Data Scraping,0.0
115,Data Extraction,Data Extraction,-1.0
115,Data Extraction,Data Analysis,1.0
115,Data Extraction,Data Mining,0.0
116,Data Analytics,Data Analysis,1.0
117,Accounting,Account Reconciliation,-1.0
117,Accounting,Microsoft Excel,0.0
117,Accounting,Data Mining,0.0
117,Accounting,Accounts Receivable,-1.0
118,Data Analytics,Google Analytics,-1.0
118,Data Analytics,Google Tag Manager,-1.0
118,Data Analytics,Shopify,-1.0
118,Data Analytics,Analytics,-1.0
118,Data Analytics,Web Analytics,-1.0
118,Data Analytics,Conversion Rate Optimization,-1.0
118,Data Analytics,Google Optimize,-1.0
119,Data Analytics,Data Visualization,1.0
119,Data Analytics,Business Intelligence,1.0
119,Data Analytics,Tableau,-1.0
120,Data Analytics,Data Visualization,1.0
120,Data Analytics,Data Analytics,0.0
120,Data Analytics,Data Interpretation,1.0
120,Data Analytics,Google Analytics,-1.0
120,Data Analytics,Data Analysis,1.0
121,Data Analytics,Microsoft Excel,0.0
121,Data Analytics,Data Analysis,1.0
121,Data Analytics,Data Entry,-1.0
121,Data Analytics,Data Mining,0.0
122,Data Analytics,Operations Analytics,-1.0
122,Data Analytics,Growth Analytics,-1.0
122,Data Analytics,Sales Analytics,-1.0
122,Data Analytics,Marketing Analytics,-1.0
122,Data Analytics,Data Visualization,1.0
122,Data Analytics,Data Analytics,0.0
122,Data Analytics,Data Interpretation,1.0
122,Data Analytics,Microsoft Excel,0.0
122,Data Analytics,Python,1.0
122,Data Analytics,Data Analysis,1.0
123,Data Analytics,Data Analysis,1.0
123,Data Analytics,Data Visualization,1.0
123,Data Analytics,Business Intelligence,1.0
123,Data Analytics,Virtual Assistant,-1.0
124,Emerging Tech,Cryptocurrency,-1.0
124,Emerging Tech,DeFi,-1.0
124,Emerging Tech,White Paper,-1.0
125,Data Analytics,R,0.0
125,Data Analytics,Data Analysis,1.0
125,Data Analytics,Statistics,0.0
125,Data Analytics,Data Visualization,1.0
126,Data Visualization,Microsoft Power BI,-1.0
126,Data Visualization,Data Analysis,1.0
126,Data Visualization,Data Visualization,1.0
126,Data Visualization,Microsoft Excel,0.0
126,Data Visualization,SQL,0.0
127,Data Analytics,SQL,0.0
128,Data Analytics,Data Analysis,1.0
128,Data Analytics,Data Visualization,1.0
128,Data Analytics,Data Analytics,0.0
128,Data Analytics,Google Analytics,-1.0
129,General Research Services,Data Analysis,1.0
129,General Research Services,Data Entry,-1.0
129,General Research Services,Researcher,-1.0
129,General Research Services,Microsoft Excel,0.0
129,General Research Services,Writing,-1.0
130,Data Analytics,Machine Learning,-1.0
130,Data Analytics,Python,1.0
130,Data Analytics,Data Analysis,1.0
130,Data Analytics,Data Visualization,1.0
130,Data Analytics,SQL,0.0
131,Data Analytics,Data Analytics,0.0
131,Data Analytics,Data Interpretation,1.0
131,Data Analytics,Data Analysis,1.0
131,Data Analytics,Data Visualization,1.0
131,Data Analytics,Google Analytics,-1.0
132,Data Analytics,Operations Analytics,-1.0
132,Data Analytics,Growth Analytics,-1.0
132,Data Analytics,Presentations,-1.0
132,Data Analytics,Data Analytics,0.0
132,Data Analytics,Data Interpretation,1.0
132,Data Analytics,Big Data,-1.0
132,Data Analytics,Data Analysis,1.0
132,Data Analytics,Data Visualization,1.0
132,Data Analytics,Tableau,-1.0
132,Data Analytics,Business Intelligence,1.0
133,Data Analytics,Microsoft Power BI,-1.0
134,Data Analytics,Data Visualization,1.0
134,Data Analytics,Data Analytics,0.0
134,Data Analytics,Data Interpretation,1.0
134,Data Analytics,Google Analytics,-1.0
134,Data Analytics,Data Analysis,1.0
135,Data Analytics,Marketing Analytics,-1.0
135,Data Analytics,Business Intelligence,1.0
135,Data Analytics,Data Visualization,1.0
135,Data Analytics,Data Analysis,1.0
136,Data Analytics,Growth Analytics,-1.0
136,Data Analytics,Operations Analytics,-1.0
136,Data Analytics,Product Analytics,-1.0
136,Data Analytics,Sales Analytics,-1.0
136,Data Analytics,Marketing Analytics,-1.0
136,Data Analytics,Presentations,-1.0
136,Data Analytics,Data Visualization,1.0
136,Data Analytics,Business Intelligence,1.0
136,Data Analytics,Data Interpretation,1.0
137,Data Analytics,SQL,0.0
137,Data Analytics,Data Visualization,1.0
137,Data Analytics,Data Interpretation,1.0
137,Data Analytics,Data Analytics,0.0
137,Data Analytics,A/B Testing,-1.0
137,Data Analytics,Query Development,-1.0
137,Data Analytics,Data Analysis,1.0
137,Data Analytics,Oracle,-1.0
138,Data Analytics,Marketing Analytics,-1.0
138,Data Analytics,Business Intelligence,1.0
138,Data Analytics,Data Visualization,1.0
138,Data Analytics,Data Analysis,1.0
139,Data Analytics,Python,1.0
139,Data Analytics,Data Visualization,1.0
139,Data Analytics,Data Analysis,1.0
140,Data Analytics,DeFi,-1.0
140,Data Analytics,White Paper,-1.0
141,Data Analytics,Data Analysis,1.0
141,Data Analytics,Data Science,0.0
142,Data Analytics,Operations Analytics,-1.0
142,Data Analytics,Growth Analytics,-1.0
142,Data Analytics,Human Resources Analytics,-1.0
142,Data Analytics,Marketing Analytics,-1.0
142,Data Analytics,Product Analytics,-1.0
142,Data Analytics,Sales Analytics,-1.0
142,Data Analytics,Customer Service Analytics,-1.0
142,Data Analytics,Data Visualization,1.0
142,Data Analytics,Data Analytics,0.0
142,Data Analytics,Google Analytics,-1.0
142,Data Analytics,Data Analysis,1.0
143,Data Analytics,Growth Analytics,-1.0
143,Data Analytics,Operations Analytics,-1.0
143,Data Analytics,Query Development,-1.0
143,Data Analytics,Report,-1.0
143,Data Analytics,Microsoft Excel,0.0
143,Data Analytics,SQL,0.0
143,Data Analytics,Data Visualization,1.0
143,Data Analytics,Data Analysis,1.0
143,Data Analytics,Data Modeling,-1.0
143,Data Analytics,Business Intelligence,1.0
144,Data Analytics,Data Analytics,0.0
144,Data Analytics,Tableau,-1.0
144,Data Analytics,Business Intelligence,1.0
144,Data Analytics,Data Visualization,1.0
144,Data Analytics,BigQuery,-1.0
144,Data Analytics,SQL,0.0
144,Data Analytics,Snowflake,-1.0
144,Data Analytics,Mobile App,-1.0
145,Data Analytics,SQL,0.0
145,Data Analytics,Python,1.0
146,Data Analytics,Data Analysis,1.0
147,Data Analytics,Dashboard,1.0
147,Data Analytics,Data Visualization,1.0
147,Data Analytics,ArcGIS,-1.0
147,Data Analytics,Data Analysis,1.0
147,Data Analytics,Data Mining,0.0
147,Data Analytics,Data Science,0.0
147,Data Analytics,Python,1.0
147,Data Analytics,R,0.0
147,Data Analytics,Data Entry,-1.0
147,Data Analytics,GIS,-1.0
148,Data Analytics,Data Analysis,1.0
148,Data Analytics,Business Intelligence,1.0
148,Data Analytics,Data Visualization,1.0
148,Data Analytics,Data Modeling,-1.0
148,Data Analytics,Microsoft Power BI,-1.0
148,Data Analytics,Tableau,-1.0
148,Data Analytics,Data Mining,0.0
148,Data Analytics,Google Analytics,-1.0
148,Data Analytics,Microsoft Excel,0.0
149,Data Analytics,Data Analysis,1.0
150,Data Analytics,Growth Analytics,-1.0
150,Data Analytics,Human Resources Analytics,-1.0
150,Data Analytics,Marketing Analytics,-1.0
150,Data Analytics,Operations Analytics,-1.0
150,Data Analytics,Product Analytics,-1.0
150,Data Analytics,Sales Analytics,-1.0
150,Data Analytics,Data Analysis,1.0
150,Data Analytics,Google Analytics,-1.0
150,Data Analytics,Data Visualization,1.0
151,Data Analytics,SQL,0.0
151,Data Analytics,Data Analysis,1.0
151,Data Analytics,Business Analysis,0.0
151,Data Analytics,Business Intelligence,1.0
152,Email Marketing,Email Marketing,-1.0
152,Email Marketing,Email Campaign Setup,-1.0
152,Email Marketing,Marketing Automation,-1.0
152,Email Marketing,Marketing Strategy,-1.0
152,Email Marketing,Mailchimp,-1.0
152,Email Marketing,Campaign Monitor,-1.0
152,Email Marketing,Lead Generation,-1.0
153,Other Content Writing,Resume,-1.0
153,Other Content Writing,Resume Writing,-1.0
153,Other Content Writing,Cover Letter Writing,-1.0
153,Other Content Writing,Resume Design,-1.0
153,Other Content Writing,CV,-1.0
153,Other Content Writing,Tech & IT,-1.0
153,Other Content Writing,Career Coaching,-1.0
154,Data Analytics,Data Visualization,1.0
155,Data Analytics,Report,-1.0
155,Data Analytics,Data Analysis,1.0
155,Data Analytics,Quantitative Analysis,-1.0
155,Data Analytics,Statistics,0.0
155,Data Analytics,Stata,-1.0
